window,freq,count,growth,GLD,BND,IGV,VDC,SOCL,IHF,IYZ,XOM,BUYING_POWER
14,window,156,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,157,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,158,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,159,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,160,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,161,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,162,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,163,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,164,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,165,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,166,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,167,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
14,window,168,0.13248644700886847,0.4466144148730359,0.05190622790889183,0.0,0.01697074362546555,0.1412172624127083,0.008457823168433118,0.0,0.08483352801146532,0.25
